4715,"Awakening, The (1980)",Horror|Drama
4717,"Battle Creek Brawl (Big Brawl, The) (1980)",Action|Comedy
4718,American Pie 2 (2001),Comedy|Drama
4719,Osmosis Jones (2001),Action|Animation|Comedy|Crime|Drama|Romance|Thriller
4720,"Others, The (2001)",Drama|Horror|Mystery|Thriller
4721,American Outlaws (2001),Action|Comedy|Western
4722,All Over the Guy (2001),Comedy|Romance
4723,"Deep End, The (2001)",Drama|Thriller|Crime
4725,Session 9 (2001),Horror|Thriller
4727,Captain Corelli's Mandolin (2001),Drama|Romance|War
4728,Rat Race (2001),Comedy|Adventure
4732,Bubble Boy (2001),Comedy|Adventure
4733,"Curse of the Jade Scorpion, The (2001)",Comedy|Crime
4734,Jay and Silent Bob Strike Back (2001),Adventure|Comedy
4735,Ghosts of Mars (2001),Horror|Sci-Fi|Thriller
4736,Summer Catch (2001),Comedy|Drama|Romance
4738,Happy Accidents (2000),Romance|Sci-Fi
4740,Maybe Baby (2000),Comedy|Romance
4741,Together (Tillsammans) (2000),Comedy|Drama|Romance
4743,Tortilla Soup (2001),Comedy|Romance
4744,Jeepers Creepers (2001),Horror
4745,O (2001),Drama|Thriller|Romance
4748,3 Ninjas (1992),Action|Children|Comedy
4749,3 Ninjas Kick Back (1994),Action|Children|Comedy
4750,3 Ninjas Knuckle Up (1995),Action|Children
4754,"Wicker Man, The (1973)",Drama|Horror|Mystery|Thriller
4756,"Musketeer, The (2001)",Action|Adventure|Drama|Romance
4757,Rock Star (2001),Comedy|Drama|Musical
4759,Two Can Play That Game (2001),Comedy|Drama
4765,L.I.E. (2001),Drama|Crime|Thriller
4766,"Our Lady of the Assassins (Virgen de los sicarios, La) (2000)",Crime|Drama|Romance
4769,Into the Arms of Strangers: Stories of the Kindertransport (2000),Documentary|History
4770,"Glass House, The (2001)",Thriller|Mystery
4771,Hardball (2001),Drama|Sports
4772,Dinner Rush (2000),Drama|Crime|Thriller
4773,Haiku Tunnel (2001),Comedy|Indie
4774,Big Trouble (2002),Comedy|Crime
4775,Glitter (2001),Drama|Musical|Romance
4776,Training Day (2001),Crime|Drama|Thriller
4777,"American Astronaut, The (2001)",Comedy|Musical|Sci-Fi
4780,Liam (2000),Drama|Indie
4782,Sidewalks of New York (2001),Comedy|Romance
4783,"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",Documentary|History
4784,"French Lieutenant's Woman, The (1981)",Drama|Romance
4785,"Great Silence, The (Grande silenzio, Il) (1969)",Drama|Western
4786,"Legend of Hell House, The (1973)",Horror|Thriller
4787,Little Man Tate (1991),Drama|Family
4788,Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979),Drama|Romance
4789,Phantom of the Paradise (1974),Comedy|Fantasy|Horror|Musical|Thriller
4792,13 Ghosts (1960),Horror
4794,Opera (1987),Crime|Horror|Mystery
4795,Father Goose (1964),Adventure|Comedy|Romance|War
4796,"Grass Is Greener, The (1960)",Comedy|Romance
4798,Indiscreet (1958),Comedy|Romance
4799,"It's a Mad, Mad, Mad, Mad World (1963)",Action|Adventure|Comedy|Crime
4800,King Solomon's Mines (1937),Action|Adventure|Drama|Romance|Thriller
4801,"Little Foxes, The (1941)",Drama|Romance
4802,Operation Petticoat (1959),Action|Comedy|Romance|War
4803,Play Misty for Me (1971),Drama|Thriller
4804,Pocketful of Miracles (1961),Comedy|Drama
4808,"Vanishing, The (1993)",Mystery|Thriller
4809,Silkwood (1983),Drama|Thriller
4810,I Never Promised You a Rose Garden (1977),Drama|Fantasy
4811,Quadrophenia (1979),Drama|Musical
4812,SpaceCamp (1986),Adventure|Sci-Fi
4813,When Worlds Collide (1951),Sci-Fi|Thriller
4814,Don't Say a Word (2001),Thriller|Action
4815,Hearts in Atlantis (2001),Drama|Mystery|Thriller
4816,Zoolander (2001),Comedy
4818,Extreme Days (2001),Action|Adventure|Comedy|Drama
4821,Joy Ride (2001),Adventure|Thriller
4822,Max Keeble's Big Move (2001),Children|Comedy
4823,Serendipity (2001),Comedy|Romance
4825,"Swamp, The (Ci챕naga, La) (2001)",Comedy|Drama
4826,"Big Red One, The (1980)",Action|Adventure|Drama|War
4827,"Boogeyman, The (1980)",Horror
4828,"Party, The (Boum, La) (1980)",Comedy|Romance
4830,Brubaker (1980),Crime|Drama
4831,Can't Stop the Music (1980),Comedy|Musical
4833,"Changeling, The (1980)",Horror|Mystery|Thriller
4835,Coal Miner's Daughter (1980),Drama|Musical
4836,"Competition, The (1980)",Drama|Romance
4840,"Last Metro, The (Dernier m챕tro, Le) (1980)",Drama|Romance
4844,Bandits (2001),Comedy|Crime|Romance
4845,Corky Romano (2001),Comedy|Crime
4846,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),Action|Comedy
4847,Fat Girl (? ma soeur!) (2001),Drama
4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
4849,My First Mister (2001),Comedy|Drama
4850,Spriggan (Supurigan) (1998),Action|Animation|Sci-Fi
4852,Bones (2001),Horror|Action
4855,Dirty Harry (1971),Action|Crime|Thriller
4857,Fiddler on the Roof (1971),Drama|Musical
4860,Making the Grade (1984),Comedy|Romance
4862,Not Without My Daughter (1991),Drama|Thriller
4863,Female Trouble (1975),Comedy|Crime
4864,Titanica (1992),Documentary|IMAX
4865,From Hell (2001),Crime|Drama
4866,"Last Castle, The (2001)",Action|Thriller
4867,Riding in Cars with Boys (2001),Comedy|Drama
4871,Focus (2001),Drama
4873,Waking Life (2001),Animation|Drama|Fantasy
4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi
4876,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),Horror|Thriller
4877,Better Than Sex (2000),Comedy|Romance
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
4879,High Heels and Low Lifes (2001),Action|Comedy|Crime|Drama
4880,Life as a House (2001),Drama|Comedy
4881,"Man Who Wasn't There, The (2001)",Crime|Drama
4883,"Town is Quiet, The (Ville est tranquille, La) (2000)",Drama
4885,Domestic Disturbance (2001),Thriller|Crime
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
4887,"One, The (2001)",Action|Sci-Fi|Thriller
4888,Tape (2001),Drama|Thriller
4889,Heist (2001),Crime|Drama
4890,Shallow Hal (2001),Comedy|Fantasy|Romance
4893,When a Stranger Calls (1979),Horror|Thriller
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
4898,Novocaine (2001),Comedy|Crime|Mystery|Thriller
4899,Black Knight (2001),Adventure|Comedy|Fantasy
4900,Out Cold (2001),Comedy|Sports
4901,Spy Game (2001),Action|Crime|Drama|Thriller
4902,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama|Fantasy|Horror|Thriller|War
4903,In the Bedroom (2001),Drama|Thriller
4909,"Incredible Shrinking Woman, The (1981)",Comedy|Sci-Fi
4911,Jabberwocky (1977),Adventure|Comedy|Fantasy
4912,Funny Girl (1968),Drama|Musical|Romance
4914,Breathless (? bout de souffle) (1960),Crime|Drama|Romance
4915,"Beastmaster, The (1982)",Action|Adventure|Fantasy
4916,Midway (1976),Drama|War
4917,MacArthur (1977),Drama|War|Action|History
4919,Subway (1985),Crime|Drama|Romance|Thriller
4920,"Now, Voyager (1942)",Drama|Romance
4921,Little Women (1933),Drama|Romance
4925,"Cheap Detective, The (1978)",Comedy|Thriller
4926,Everybody's Famous! (Iedereen beroemd!) (2000),Comedy|Drama|Musical
4927,"Last Wave, The (1977)",Fantasy|Mystery|Thriller
4928,That Obscure Object of Desire (Cet obscur objet du d챕sir) (1977),Drama|Romance|Comedy
4929,"Toy, The (1982)",Comedy|Children
4932,Dressed to Kill (1980),Mystery|Thriller
4936,Fame (1980),Drama|Musical
4939,"Final Countdown, The (1980)",Action|Sci-Fi
4941,Flash Gordon (1980),Action|Adventure|Sci-Fi
4942,"Angry Red Planet, The (1959)",Sci-Fi|Horror
4945,"Enforcer, The (1976)",Crime|Action
4946,"Eye for an Eye, An (1981)",Action|Crime|Thriller
4947,"Gauntlet, The (1977)",Action|Thriller
4951,Lord of the Flies (1990),Adventure|Drama|Thriller
4952,Morons From Outer Space (1985),Comedy|Sci-Fi
4953,"People That Time Forgot, The (1977)",Adventure|Sci-Fi
4954,Ocean's Eleven (a.k.a. Ocean's 11) (1960),Comedy|Crime
4956,"Stunt Man, The (1980)",Action|Adventure|Comedy|Drama|Romance|Thriller
4957,Sudden Impact (1983),Crime|Thriller
4958,Behind Enemy Lines (2001),Action|Drama|War
4959,"Affair of the Necklace, The (2001)",Drama|Romance|Thriller
4961,Pornstar: The Legend of Ron Jeremy (2001),Documentary
4962,Texas Rangers (2001),Adventure|Western
4963,Ocean's Eleven (2001),Crime|Thriller
4964,Baran (2001),Adventure|Drama|Romance
4965,"Business of Strangers, The (2001)",Action|Drama|Thriller
4966,"Incredible Shrinking Man, The (1957)",Sci-Fi|Thriller
4967,No Man's Land (2001),Drama|War
4969,And Then There Were None (1945),Crime|Mystery
4970,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama|Comedy|Romance
4971,Moscow on the Hudson (1984),Comedy|Drama
4973,"Amelie (Fabuleux destin d'Am챕lie Poulain, Le) (2001)",Comedy|Romance
4974,Not Another Teen Movie (2001),Comedy|Romance
4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller
4976,Iris (2001),Drama|Romance
4977,Kandahar (Safar e Ghandehar) (2001),Drama|Documentary|War
4978,Lantana (2001),Drama|Mystery|Thriller
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama
4980,Bill & Ted's Bogus Journey (1991),Adventure|Comedy|Fantasy|Sci-Fi
4981,Clockwise (1986),Comedy|Drama
4985,Sheena (1984),Action|Adventure|Fantasy
4987,Spacehunter: Adventures in the Forbidden Zone (1983),Action|Adventure|Sci-Fi
4988,White Water Summer (1987),Adventure|Thriller
4989,How High (2001),Comedy
4990,Jimmy Neutron: Boy Genius (2001),Adventure|Animation|Children|Comedy
4991,Joe Somebody (2001),Comedy|Drama|Romance
4992,Kate & Leopold (2001),Comedy|Romance
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
4994,"Majestic, The (2001)",Comedy|Drama|Romance
4995,"Beautiful Mind, A (2001)",Drama|Romance
4998,"Defiant Ones, The (1958)",Adventure|Crime|Drama|Thriller
5004,"Party, The (1968)",Comedy|Drama
5007,Topkapi (1964),Adventure|Comedy|Thriller
5008,Witness for the Prosecution (1957),Drama|Mystery|Thriller
5009,Ali (2001),Drama|Sports
5010,Black Hawk Down (2001),Action|Drama|War
5011,Charlotte Gray (2001),Drama|Romance
5012,Yentl (1983),Drama|Musical|Romance
5013,Gosford Park (2001),Comedy|Drama|Mystery
5014,I Am Sam (2001),Drama
5015,Monster's Ball (2001),Drama|Romance
5016,"Shipping News, The (2001)",Drama|Romance
5021,Murder by Death (1976),Comedy|Crime|Mystery|Thriller
5023,"Waterdance, The (1992)",Drama|Comedy
5025,Orange County (2002),Comedy|Drama
5026,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Action|Mystery|Thriller
5027,Another 48 Hrs. (1990),Action|Comedy|Crime|Drama|Thriller
5028,What Time Is It There? (Ni neibian jidian) (2001),Drama
5033,"Russia House, The (1990)",Drama|Thriller
5034,"Truly, Madly, Deeply (1991)",Drama|Romance
5039,Dragonslayer (1981),Action|Adventure|Fantasy
5040,Conan the Destroyer (1984),Action|Adventure|Fantasy
5041,Fire and Ice (1983),Animation|Fantasy
5046,Impostor (2002),Action|Drama|Sci-Fi|Thriller
5047,Kung Pow: Enter the Fist (2002),Action|Comedy
5048,Snow Dogs (2002),Adventure|Children|Comedy
5049,48 Hrs. (1982),Action|Comedy|Crime|Drama
5051,Italian for Beginners (Italiensk for begyndere) (2000),Comedy|Drama|Romance
5053,Blankman (1994),Comedy|Action
5054,Brainstorm (1983),Sci-Fi|Thriller
5055,Dragon: The Bruce Lee Story (1993),Action|Drama
5059,Little Dieter Needs to Fly (1997),Documentary|War
5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
5062,Seconds (1966),Mystery|Sci-Fi|Thriller
5063,One-Eyed Jacks (1961),Western|Action
5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller
5065,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller
5066,"Walk to Remember, A (2002)",Drama|Romance
5068,Beijing Bicycle (Shiqi sui de dan che) (2001),Drama
5069,Escaflowne: The Movie (Escaflowne) (2000),Action|Adventure|Animation|Drama|Fantasy
5071,Maelstr철m (2000),Drama|Romance
5072,Metropolis (2001),Animation|Sci-Fi
5073,"Son's Room, The (Stanza del figlio, La) (2001)",Drama|Family
5074,Storytelling (2001),Comedy|Drama
5075,Waydowntown (2000),Comedy|Indie
5076,"Adventures of Huck Finn, The (1993)",Adventure|Children|Comedy|Drama
5077,Cousins (1989),Comedy|Romance
5080,Slackers (2002),Comedy|Drama
5081,Birthday Girl (2001),Drama|Romance
5083,Rare Birds (2001),Comedy|Drama
5088,"Going Places (Valseuses, Les) (1974)",Comedy|Crime|Drama
5092,Big Fat Liar (2002),Children|Comedy
5093,Collateral Damage (2002),Action|Thriller
5094,Rollerball (2002),Action|Sci-Fi
5095,"Scotland, Pa. (2001)",Comedy|Crime
5096,Baby's Day Out (1994),Comedy|Children
5099,Heidi (1937),Children|Drama
5102,Rookie of the Year (1993),Comedy|Fantasy
5103,"Sandlot, The (1993)",Children|Comedy|Drama
5105,Don't Look Now (1973),Drama|Horror|Thriller
5106,Crossroads (2002),Comedy|Musical|Romance
5107,Hart's War (2002),Drama|War
5108,John Q (2002),Crime|Drama|Thriller
5109,Return to Never Land (2002),Adventure|Animation|Children
5110,Super Troopers (2001),Comedy|Crime|Mystery
5111,"Good Son, The (1993)",Drama|Thriller
5112,Last Orders (2001),Drama|Comedy
5113,After the Fox (Caccia alla volpe) (1966),Comedy|Crime
5114,"Bad and the Beautiful, The (1952)",Drama|Romance
5116,Designing Woman (1957),Comedy|Romance
5120,Sleuth (1972),Comedy|Mystery|Thriller
5121,Stroszek (1977),Comedy|Drama
5127,Dragonfly (2002),Drama|Fantasy|Mystery|Romance|Thriller
5128,Queen of the Damned (2002),Fantasy|Horror
5131,How to Kill Your Neighbor's Dog (2000),Comedy|Drama
5134,Mean Machine (2001),Comedy|Drama
5135,Monsoon Wedding (2001),Comedy|Romance
5136,Wendigo (2001),Drama|Horror
5137,Scratch (2001),Documentary|Musical
5139,"Bad News Bears, The (1976)",Comedy|Children
5146,Vampire Hunter D: Bloodlust (Banpaia hant창 D) (2000),Animation|Fantasy|Horror|Sci-Fi
5147,Wild Strawberries (Smultronst채llet) (1957),Drama
5151,40 Days and 40 Nights (2002),Comedy|Romance
5152,We Were Soldiers (2002),Action|Drama|War
5155,"Big Bird Cage, The (1972)",Action|Thriller
5156,"Big Doll House, The (1971)",Action|Thriller
5159,Ferngully: The Last Rainforest (1992),Animation|Children|Comedy|Musical
5165,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),Horror
5168,Royal Wedding (1951),Comedy|Musical|Romance
5170,All About the Benjamins (2002),Action|Comedy|Crime
5171,"Time Machine, The (2002)",Action|Adventure|Sci-Fi
5177,"Magnificent Ambersons, The (1942)",Drama|Romance
5178,Fun (1994),Crime|Drama
5181,Hangar 18 (1980),Action|Sci-Fi|Thriller
5187,Hopscotch (1980),Comedy|Thriller
5189,Humanoids from the Deep (1980),Horror|Sci-Fi
5197,Little Darlings (1980),Drama|Comedy
5198,"Long Good Friday, The (1980)",Drama|Thriller
5202,Mon oncle d'Am챕rique (1980),Drama|Comedy
5205,Motel Hell (1980),Comedy|Horror
5209,Ffolkes (1979),Action|Adventure|Thriller
5212,"Octagon, The (1980)",Action|Thriller
5213,"Oh, God! Book II (1980)",Comedy|Thriller
5214,"Oh, God! (1977)",Comedy|Fantasy
