appid,name,genres,tags,release_date,is_free,short_description
2369440,RushLane,Casual|Racing,Casual|Racing|3D Fighter|Arcade|3D Platformer|2.5D|Singleplayer,"May 7, 2023",False,"Welcome to RushLane, an adrenaline-pumping, high-speed racing game set on the scenic forest roads! Take control of your car and navigate through the twists and turns while avoiding oncoming traffic and collecting points to unlock new vehicles."
2362090,Chicken Police: Into the HIVE!,Adventure|Casual|Simulation,Puzzle|Story Rich|Stylized|Visual Novel|Point & Click|Detective|First-Person|Surreal|Noir|Action|Investigation|Mystery|Crime|Atmospheric|Singleplayer|Soundtrack|Exploration|Dark Humor|Drama|Lore-Rich,"Nov 7, 2024",False,"A wild tale of conspiracy, loss, friendship, and... chickens?! Two rooster detectives are about to venture into the insect underworld to uncover a worldwide conspiracy, while also battling their inherent demons in this animal noir adventure satire."
2379810,Bazaar Simulator,Casual|Indie|Simulation|Early Access,Early Access|Simulation|Online Co-Op|Multiplayer|Economy|Management|Singleplayer|Immersive Sim|Trading|First-Person|Life Sim|Building|Capitalism|Sandbox|3D|Resource Management|Casual|Realistic|Inventory Management|Indie,"Jan 30, 2025",False,"Set up stalls with fresh vegetables, fruits, and fish. Deliver customer orders, set prices, and expand your bazaar. Catch your own fish to sell and enjoy fishing's thrill. Collaborate with friends in multiplayer mode to manage the bazaar together. Much more is coming soon!"
816670,Slayer Of Traitors,Action|Indie,Action|Indie,"May 13, 2018",False,"Player is wounded female, who only mission is to kill all zombies in different missions"
3612900,LOST ALTR,Casual|Indie|Strategy|Early Access,Card Battler|Dungeon Crawler|Card Game|Tabletop|Strategy|3D|Choices Matter|Deckbuilding|Casual|Pixel Graphics|Stylized|Dark Fantasy|Fantasy|Magic|Dark|Combat|Singleplayer|Early Access|Indie|Gambling,"Oct 31, 2025",False,"Descend into forgotten ruins and face the Trials. LOST ALTR is a casual solo card game shaped by shadows, fate, and shifting decks. Harness powerful Aspects. Survive. Move deeper. Each room brings you closer to something... unknowable."
3682460,Architect Life: A House Design Simulator Playtest,,Simulation|Building|Singleplayer|Casual|Family Friendly|Sandbox|Relaxing|Life Sim|Immersive Sim|Realistic|3D|Design & Illustration|Management|First-Person|Indie|Crafting|Education|Economy|Strategy|Atmospheric,"May 14, 2025",False,
1339330,SamuraiCooking,Casual|Free To Play,Free to Play|Casual|Physics|Singleplayer|Funny|Cute|Indie,"Jun 19, 2020",True,The rules are simple. Just cut the food.
255370,KickBeat Steam Edition,Action|Indie,Action|Indie|Music|Rhythm|Martial Arts|Fighting|Singleplayer|Music-Based Procedural Generation|Great Soundtrack,"Jan 20, 2014",False,"From indie pioneers Zen Studios (makers of Pinball FX2 and CastleStorm) comes KickBeat, an innovative rhythm game with a Kung Fu theme, featuring fully 3D characters and high-energy music! You can use your own music to create custom KickBeat tracks, allowing you ultimate replayability!"
2521200,Wicked Game,Action|Adventure|Sports|Early Access,Sports|Action|Adventure|Early Access|Indie|Fighting|Shooter|Sandbox|First-Person|Physics|Combat|Beat 'em up|Singleplayer|3D|Stylized|Shoot 'Em Up|Arena Shooter|3D Fighter|PvE|Boxing,Coming soon,False,Wicked Game is a stunning VR action for the most ferocious players with full physics driven brawl and action-packed shooter. Use an interactive arena with lots of movement features and variety of weapons to prove you deserve to come out a winner
1765090,Legends of Crystal,Action|Adventure|Indie|RPG,Fantasy|Indie|Medieval|Singleplayer|Adventure|RPG|Turn-Based Strategy|Story Rich|Lore-Rich|2D|Old School|JRPG|Party-Based RPG|Turn-Based Tactics|Exploration|Dungeon Crawler|Pixel Graphics|Anime|Game Development|Historical,"Jun 28, 2024",False,"Legends of Crystal is a turn-based RPG that blends two cultures, namely Nusantara and Japan. It tells the story of a child chosen by a god who must save a crystal from evil. The crystal is divided into 6 powers due to the greed of jinns and mythical creatures in the past."
3686670,Beware of Space Dragons,Casual|Simulation|Strategy,Casual|Simulation|Action|Arcade|Space Sim|Bullet Hell|Clicker|Idler|2D|Cartoony|Colorful|Pixel Graphics|Minimalist|Capitalism|Dragons|Space|Sci-fi|PvE|Management|Retro,Coming soon,False,"Beware of Space Dragons is a short, incremental journey about upgrading a space dragon from a small creature to the king of the cosmos. Eat asteroids, collect resources, get upgrades and become the most powerful being in space!"
2188630,Dear Diary,Casual|Simulation,,"Nov 3, 2022",False,"Dear Diary is a visual novel exclusively for adults! This story is about a guy who liked to pick mushrooms in the forest. On one of the most ordinary days, he met a girl. This girl changed his life once and for all!"
3613310,Katana Punk Playtest,,Deckbuilding|Card Game|Cyberpunk|1990's|Stylized|Choices Matter|Casual|Gothic|Grid-Based Movement|Perma Death|Strategy|Roguelite|Procedural Generation|Roguelike|Female Protagonist|2D|Dystopian|Futuristic|PvE|Turn-Based Tactics,"Apr 10, 2025",False,
3667380,Lost Connection,Indie,Horror|Online Co-Op|Singleplayer|Dark|Survival Horror|First-Person|Realistic|Atmospheric|Psychological Horror|Mystery|Stealth|PvE|Story Rich|Co-op|Multiplayer|Puzzle|Adventure|Indie|Gore|Violent,Q4 2025,False,"LAG KILLS is a single player / online co-op survival horror. Desperate and out of options, you break into what you thought was an empty house but little did you know the owner is home and is now hunting you. LOOT, HIDE, SURVIVE and ESCAPE."
3574550,Zombie Dog,Action|Casual|Indie|Simulation|Strategy,Action|Zombies|Dog|Physics|Destruction|Funny|Puzzle|Comedy|Dark Comedy|Controller|Stylized|Atmospheric|Dark Humor|Exploration|Emotional|Choices Matter|Nature|Skateboarding|Post-apocalyptic|Story Rich,2026,False,Zombie Dog is a zombie herding sheepdog game set in Yorkshire. It combines strategic coordination and timing with puzzle solving and comedic physics-based mayhem through its unique zombie herding mechanic.
2883370,Golden Ball,Action|Casual|Indie,Casual|Action|Score Attack|Sports|3D|First-Person|3D Platformer|Indie|Singleplayer,"Jun 13, 2024",False,"Playing this game will give you the experience of feeling like a child and competing in a little athletic competition. You may also learn to understand a little more about how molecules feel. If you are looking for a game for a change of pace from other games, try this one."
2075170,Jelly In The Dark,Adventure,Adventure|Casual|Platformer|2D Platformer|Collectathon|Exploration|2D|Colorful|Cute|Hand-drawn|Funny|Survival|Choices Matter|Conversation|Multiple Endings|Singleplayer,"Dec 21, 2022",False,"Jelly bear who fell into an ant kingdom, Lucky! Can he survive with a sweet smell against ants? (Caution! There is not one way out.)"
3908920,Zerion 12,Action|Indie|Strategy,Action|Strategy|Tower Defense|Real Time Tactics|3D|Aliens|Military|Sci-fi|Space|Indie|Combat|Resource Management|Singleplayer,"Oct 1, 2025",False,A sci-fi tower defense game. Build an army of towers to stop waves of a lured alien species called Zektid's.
373330,All Is Dust,Adventure|Free To Play,Free to Play|Horror|First-Person|Multiplayer|Survival|Adventure|Singleplayer|Survival Horror|Walking Simulator|Dark|Open World|Indie|Action|Zombies|Short|Co-op|VR|FPS|Comedy|Gore,"Jun 26, 2015",True,All Is Dust is a first-person horror game for PC and Oculus Rift. Experience the terror of a dust storm in the 1930s and unravel the mystery surrounding your decaying farm.
3324170,Blamcon ARC - Advanced Remote Console,Free To Play|Utilities,Free to Play|Utilities|Shooter|2D|Retro|Singleplayer,"Feb 12, 2025",True,"This utility is for setting up your Blamcon Light Gun. Customize key bindings, set your player config, even set your cursor smoothing algorithm. Blamcon ARC will get the most out of your light gun and nail those high scores!"
1928160,Taya's Alphabet,Action|Casual|Indie,Education|Singleplayer|Casual|Female Protagonist|Point & Click|Action|Spelling|Cartoon|Colorful|Cute|2D|Relaxing|Family Friendly|Indie,"Mar 25, 2022",False,Learn the Alphabet in Ukrainian or Russian.
3572900,Galago,Adventure|Indie,Exploration|Adventure|Survival|Platformer|Puzzle|Atmospheric|Mystery|Hidden Object|Story Rich|Stylized|Nature|Puzzle Platformer|Nonlinear|Action-Adventure|Action|Minimalist|2D Platformer|2D|Singleplayer|Tutorial,2026,False,"As night falls, a galago — also known as a bush baby — ventures into suburbia, searching for elusive golden fireflies. But the world is perilous for one so small… Galago is an exploration-platformer, blending puzzle-solving, survival, and mystery."
1167710,Sokpop S04: clutchball,Indie|Sports,Sports|Indie|Action|Fast-Paced|Arena Shooter,"Jan 17, 2020",False,clutchball is a game about a dodgeball deathmatch
1752530,B-17 Flying Fortress The Bloody 100th,Action|Simulation|Strategy,Action|Simulation|Strategy|Action-Adventure|Immersive Sim|3D|Cinematic|First-Person|World War II|Realistic|Military|Tactical|Combat|Singleplayer|Vehicular Combat|Flight|Management,To be announced,False,Manage and take control of the 10-man crew of a B-17 Flying Fortress as they attempt to complete 25 harrowing missions inspired by the real-life battles of The Bloody 100th Bomber group.
370620,Onyx,Adventure|Casual|Indie|RPG,Adventure|Casual|RPG|Indie|RPGMaker|Female Protagonist|Anime|JRPG|Exploration|Funny,"Apr 21, 2017",False,"Play as Rowan, a secluded witch with a bad temper, in this intense adventure worth 30-40 hours of gameplay!"
652070,Bump+Smack,Casual|Indie,Indie|Casual,"Aug 8, 2017",False,Bump+Smack is an exciting casual game where you bump balls and smack the table to get the highest score. Keep the balls from falling below your board and bump them back up to the goals. Smack the table to give that extra &quot;oomph&quot; to get your balls into the goal.
952290,Zueirama,Adventure|Casual|Indie,Adventure|Indie|Casual|Pixel Graphics|Memes|Platformer|Funny|Great Soundtrack|Comedy|Relaxing|Retro|Dark Comedy|Singleplayer|2D,"Aug 6, 2019",False,"Zueirama is a fun action adventure game packed with references to memes. Inspired by the games of the 90s, with cartoon characters that reflect the essence and Brazilian swinging like you have never seen."
407290,There Was a Caveman,Indie,Dinosaurs|Difficult|Short|Colorful|Precision Platformer|Pixel Graphics|Retro|Controller|Platformer|Singleplayer|Adventure|Indie|2D|Action|Action-Adventure|Fantasy|Side Scroller|Supernatural|Sandbox|Physics,"Oct 8, 2015",False,"There Was A Caveman is a prehistoric themed, retro styled, action platformer. With challenging gameplay that will keep you on your toes. Get ready to die and die a lot."
1136070,UltraGoodness 2,Action|Adventure|Indie,Action Roguelike|Twin Stick Shooter|Top-Down Shooter|Bullet Hell|Roguelite|Shooter|Arcade|Roguelike|2D|Top-Down|Funny|Dark Humor|Bullet Time|Controller|Time Manipulation|Action|Colorful|Demons|Cats|Comedy,"Sep 2, 2019",False,"The struggle between Good and Evil continues in this bloody action, top-down action-roguelike shooter where time moves only when you move or shoot. Tear Satan's forces to pieces, leave oceans of their blood and mountains of demon's corpses in the name of Goodness!"
3172860,Lust Epidemic 18+,Adventure|Casual|Indie|RPG,,"Sep 21, 2024",False,"Explore a world plagued by a weird illness and help save the kingdom in Lust Epidemic 💜 - an adult visual novel where sexual energy is not only a source of pleasure, but also the key to salvation! Will you be able to defeat the mysterious disease that has affected girls all over the kingdom?"
289320,"Fairy Tale About Father Frost, Ivan and Nastya",Adventure|Casual,Adventure|Casual|Point & Click|Escape Room,"Apr 30, 2014",False,"Inspired by reading more than one thousand Russian fairy tales, this is a story about love, spite, greed, modesty, humility and seeking. It is divided into four acts - according to the four seasons. That means you'll visit some of the game locations several times, but every time at a different season and in a different time of day."
1080700,Swordbreaker: Origins,Adventure|Indie,Indie|Gore|Violent|Adventure|Nudity|Visual Novel|Singleplayer|Replay Value|2D|Exploration|Comedy|Interactive Fiction|Hand-drawn|Stylized|Atmospheric|Parody|Medieval|Puzzle|Point & Click|Difficult,"May 13, 2022",False,"An illustrated text quest in the Swordbreaker universe. The prequel tells about the life and adventures of Swordbreaker from his childhood, and before the events in the mysterious castle."
3278870,Just Another Endless Runner,Casual|Early Access,Casual|Arcade|Runner|Realistic|Third Person|Family Friendly|Nature|Parkour|Relaxing|Tactical|Early Access|Linear|Singleplayer|Fast-Paced,Coming soon,False,"&quot;Just Another Endless Runner&quot; challenges players to run through dynamic environments, dodging obstacles and collecting power-ups. With changing weather, a procedurally generated forest path, and a competitive leader-board, every run feels fresh and exciting. How far can you go?"
368000,100ft Robot Golf,Action|Indie|Sports,Sports|Indie|Action|Golf|Comedy|Local Multiplayer|eSports|Mechs|Multiplayer|Split Screen|4 Player Local|Robots,"Mar 16, 2017",False,100ft Robot Golf is a fast-paced arcade golf game where you get to control impossibly large robots on their quest for par. Just swing your golf club to smash even the tallest buildings out of the way - or into the way of your robot golfing buddies.
1668960,Rondo Of Darkness. The Curse of Twin Moon,Adventure|Casual|Indie|Early Access,Visual Novel|Interactive Fiction|Dating Sim|Female Protagonist|2D|First-Person|Otome|Romance|Multiple Endings|Choices Matter|Hand-drawn|Anime|Magic|Fantasy|Atmospheric|Adventure|Supernatural|Singleplayer|Indie|Early Access,"Feb 23, 2024",False,"Life was ordinary for Morella Vité, a doctor from the town of Fleur, until she received a letter from a friend asking her to come to Idris and help investigate a strange case."
2452910,Goblins Never Die,Action|Casual|Indie|Strategy,Casual|Strategy|Auto Battler|Hand-drawn|Deckbuilding|Roguelite|2D|Dark Comedy|Character Customization|Comic Book|Choices Matter|Stylized|Top-Down|Dark Fantasy|Psychological Horror|Combat|Colorful|Action Roguelike|Perma Death|Action,Coming soon,False,"GOBLINS NEVER DIE is a roguelite horde-battler with simple controls inspired by Vampire Survivors and Pikmin. Enter the combat ritual of Gobogongo. Strengthen your clan. Fuel the bonfire with the skulls of your foes (or friends)! Earn the favor of the shadowy god, ZOOG."
3289010,Xmas Surprise,Adventure|Casual|Indie,,"Feb 28, 2025",False,Xmas Surprise is a cute Mini Visual Novel about a homeless guy named Richard finding an unexpected surprise on Christmas.
3525970,Horripilant,Casual|Indie,Casual|Clicker|Idler|Resource Management|Pixel Graphics|Horror|Auto Battler|PvE|2D|Psychological Horror|Point & Click|Linear|Hand-drawn|Dark Fantasy|Atmospheric|Old School|Singleplayer|Indie|Puzzle,To be announced,False,"Horripilant is a chilling incremental dungeon crawl through the horrors of a forgotten underworld. Combining idler, puzzle and autobattler elements, you'll fight, mine, and think your way through the depths of a forsaken dungeon."
588990,The Homestead Invasion,Action|Adventure|Indie|Early Access,Action|Adventure|Early Access|Indie|VR|Survival|Strategy|Sci-fi|Action-Adventure|Atmospheric|Violent|Base Building|Zombies|Horror|Tactical|Psychological Horror|Shooter|Post-apocalyptic,"Jan 10, 2018",False,"Shore up your home, take up arms, and hope the night ends with this terrible enemy returning from whence they came. Reclaim and defend your outpost against an onslaught of monstrous invaders using whatever you can to keep them at bay."
3714920,The Shed,Indie,Adventure|Walking Simulator|Exploration|FPS|2D|3D|First-Person|1990's|Drama|Dystopian|Emotional|Family Friendly|Fantasy|Investigation|Logic|Philosophical|Post-apocalyptic|Sci-fi|Science|Time Travel,Coming soon,False,"A narrative mystery where time bends in a forgotten garden. Explore, uncover hidden truths, and alter the present through echoes of the past. Occasionally shifting into 2D to tell its story in unexpected ways, The Shed is quiet, emotional, and deeply atmospheric."
1082190,Elroy and the Aliens,Adventure,Adventure|Point & Click|Puzzle|Sci-fi|Mystery|Exploration|Investigation|Story Rich|Female Protagonist|Wholesome|2D|Funny|Multiple Endings|Narration|Cartoony|Colorful|Hand-drawn|Family Friendly|Singleplayer|Interactive Fiction,"Apr 2, 2025",False,"It's the year 1993. Talking robots, ghosts from the past, and ancient alien technology buried under desert sand. An adventure following Elroy and Peggie in the search of a long-lost father. How far would you go to bring back the ones you love?"
1082940,Pop'n'splat,Casual|Indie,Indie|Casual|Puzzle|Arcade|Retro|Funny|Singleplayer|Cartoony|Colorful|Time Attack|Mouse only|Match 3,"Jun 4, 2019",False,Arm yourself with your trusty mouse an check out this gumball-themed arcade bubble shooter that requires careful planning for puzzle levels and some fast reflexes for time and infinite modes. Matching music and cartoon sound effects complete this fun and challenging game.
252670,Nihilumbra,Adventure|Casual|Indie,Indie|Platformer|Adventure|Puzzle|Casual|Puzzle Platformer|Atmospheric|2D|Singleplayer|Narration|Great Soundtrack|Story Rich|Difficult|Short|Action|Beautiful|Dark|Side Scroller,"Oct 25, 2013",False,Discover the beautiful world of Nihilumbra and join Born on his adventure to find himself whilst trying to escape from his inevitable curse. Born was created from the absolute nothingness: The Void. But somehow he separates himself from the black emptiness and appears in the world.
3295480,Trump is in trouble,Action|Casual|Indie,Third-Person Shooter|Action|Casual|Shooter|Arcade|Third Person|Funny|Dark Humor|Stylized|Violent|Indie|Dystopian|Conspiracy|Singleplayer,"Jan 28, 2025",False,"Trump is in trouble, help him !"
1902810,Metal Voyager,Action|Casual|Indie,Hand-drawn|Soundtrack|Arcade|Action|2D|Cartoon|Side Scroller|Casual|Space|Psychedelic|Controller|Shooter|Shoot 'Em Up|Stylized|1980s|Fantasy|Old School|Retro|Sci-fi|Surreal,"Feb 26, 2024",False,A side-scrolling heavy metal guitar shooter. Blast your enemies with pure metal energy from your astral guitar as the backing track rages in the night. Featuring a fleet of surreal hand drawn space monsters and an arsenal of cosmic items to whomp them with. It's your one way ticket to midnight!
1465010,END OF THE WORLD - NTR,Casual|Indie|RPG,,"Nov 23, 2020",False,"Your purpose is to make her fall into your sex desires. You need input direction to move to get some objects and props, avoid the bite of the zombie, play the mini game to get the point. Use your stick to open her legs at last!"
761790,Parker & Lane,Adventure|Casual|Simulation,Casual|Adventure|Simulation|Detective|Crime|Time Management,"Feb 27, 2018",False,Are you ready to solve the case and bring a criminal to justice?
1781590,Valley Knights,Adventure|Indie|RPG|Strategy,Tactical RPG|Turn-Based Tactics|Choices Matter|RPG|Perma Death|Strategy|Roguelike|3D|Top-Down|Singleplayer|Post-apocalyptic|Dark|Horror|Fantasy|1980s|Atmospheric|Crafting|Class-Based|Inventory Management|Mystery Dungeon,"May 6, 2022",True,"Recruit a company of heroes to save a world in ruins after a devastating cataclysm. Valley Knights is a turn-based, tactical, roguelike, RPG set in a dark-horror fantasy world out of the 1980s, where every decision matters, and no one lives forever..."
1635790,ChessCraft,Casual|Strategy,Chess|Artificial Intelligence|Sandbox|Level Editor|Board Game|Strategy|Singleplayer|Multiplayer|Procedural Generation|Logic|Family Friendly|Grid-Based Movement|Tabletop|Mythology|Hand-drawn|Turn-Based Tactics|Medieval|2D|Tutorial|Education,"Dec 16, 2021",False,"Never play the same game of chess again! ChessCraft is a chess AI sandbox. Create your own chess boards, rules, and pieces. Play against the computer or your friends online, or win loot by playing one of 80 built-in chess boards in adventure mode."
962400,Granny,Adventure|Indie,Horror|Survival Horror|Multiplayer|First-Person|Singleplayer|Puzzle|Indie|Adventure|VR|Violent|Difficult|Gore|Survival|Dark|Escape Room|Strategy|Psychological Horror|Action|Funny|Atmospheric,"Nov 20, 2018",False,You have to escape Granny`s house...You have five days...
2403020,A Priest Walks Into a Graveyard,Action|Casual|Indie,Action Roguelike|Roguelite|Shooter|Arcade|2D|Top-Down|Horror|Action|Open World|Casual|Procedural Generation|Abstract|Pixel Graphics|Demons|Score Attack|Dark|Old School|Retro|Survival Horror|Singleplayer,"May 19, 2023",False,"A Priest Walks Into a Graveyard is a retro-style action roguelite game with elements of horror. Choose a cool hat, boost your priest abilities and survive as long as you can in a graveyard full of hostile and never-ending creatures."
1281830,Project Canopy,Action|Adventure|Indie|Early Access,Open World Survival Craft|Survival|Open World|Exploration|Atmospheric|First-Person|Singleplayer|Adventure|Crafting|Sandbox|Sci-fi|Action-Adventure|Early Access|Indie|Survival Horror|Action|Hunting|Stylized|Nature|Futuristic,To be announced,False,"Harvest, Build, Craft and Explore the different biomes among massive trees, plants, and hostile creatures to survive and unlock the mysteries of an alien jungle in a first person sci-fi survival adventure."
2164660,Grist,RPG|Strategy|Early Access,Early Access|Card Battler|CRPG|Roguelite|Board Game|Procedural Generation|Roguelike|RPG|2D|Text-Based|Cyberpunk|Turn-Based Combat|Story Rich|Strategy|Pixel Graphics|Lovecraftian|Sci-fi|Space|Singleplayer|Hex Grid,2026,False,"Explore the worlds of the mysterious videogame Atropos, engaging in strategic card-based battles and TTRPG-style story choices and skill tests. Plan routes, rush bosses, and press your luck but beware: things that happen in the game may sometimes affect the outside world..."
1368870,Field of Glory II: Medieval,Simulation|Strategy,Simulation|Strategy|Turn-Based Tactics|Strategy RPG|Wargame|Medieval|3D|Colorful|Military|Snow|Tactical|War|PvP|Combat|Grid-Based Movement|Tabletop|Turn-Based Combat|Multiplayer|Singleplayer|Historical,"Feb 4, 2021",False,Field of Glory II Medieval is a turn-based tactical game set in the High Middle Ages from 1040 AD to 1270 AD. Developed by legendary designer Richard Bodley Scott it brings the best from the tabletop world into the best digital framework.
1853660,Squirrels are going nuts,Casual,Co-op|Local Co-Op|Cute|Pixel Graphics|Multiplayer|4 Player Local|Grid-Based Movement|2D Platformer|Casual|Controller|Procedural Generation|Local Multiplayer|Colorful|Family Friendly|Tactical|Top-Down|Party Game|Indie|Puzzle|Action,"Feb 5, 2022",False,"A grid based movement Bomberman with squirrels, featuring single player and local multiplayer and Steam Remote play coop &amp; pvp mode for 1-4 players."
2026820,Die in the Dungeon,Indie|RPG|Strategy|Early Access,Early Access|Turn-Based Strategy|Dungeon Crawler|Choices Matter|Roguelike Deckbuilder|Roguelike|Deckbuilding|Card Game|Card Battler|RPG|Turn-Based|Replay Value|Roguelite|Strategy|Turn-Based Combat|2D|Turn-Based Tactics|Pixel Graphics|Cozy|Singleplayer,"Feb 21, 2025",False,"Fight your way through a mysterious dungeon in this deck-building, turn-based roguelike game where you don't use cards, but dice! Deal with enemies by combining powerful dice on your board, boost their effects with magical relics, and risk it all hoping for a good roll on unexpected encounters."
3881960,The Box of Fear,Adventure|Indie,Indie|Horror|Psychological Horror|Exploration|Survival Horror|Supernatural|First-Person|Singleplayer|Atmospheric|Psychological|Dark|Adventure|Walking Simulator|Story Rich|Violent|Immersive Sim|3D Vision|Action|Realistic|Thriller,December 2025,False,"A missing daughter. A father without answers. A suspicious company. Solve puzzles, connect clues, and discover what &quot;The Box&quot; hides in this first-person survival horror game."
1202240,Fighters Wizards,Action|Massively Multiplayer|Strategy,Action|Strategy|Massively Multiplayer|Pixel Graphics|Arcade|2D|Magic|Atmospheric|2D Platformer|Multiplayer|Indie|Casual|Relaxing|Fighting|2D Fighter,"Apr 18, 2020",False,Challenge your friends or other members of the multiplayer community on the game Fighters wizards. It's a little PVP game where you play as little wizards who are ready to fight to find out who's the best of them
3563690,Real Hotwives of Marbury Lane,RPG,,"Jul 3, 2025",False,"A group of suburban housewives engage in extra-marital affairs with the permission of their husbands. Ellie, the new wife on the block gets introduced to the fun."
898650,The Shapeshifting Detective,Adventure|Indie,FMV|Adventure|Indie|Detective|Choices Matter|Sexual Content|Mystery|Story Rich|Nudity|Horror|Singleplayer,"Nov 6, 2018",False,"The Shapeshifting Detective is a supernatural murder mystery FMV game where you play as a detective who can shapeshift into other characters, allowing you to unlock secret conversations and private encounters."
1822540,Nitro Nation VR,Massively Multiplayer|Racing|Simulation|Sports,VR|Racing|PvP|Sports|Immersive|Automobile Sim|Immersive Sim|Character Customization|Driving|Physics|3D|Massively Multiplayer|First-Person|Simulation|Stylized|Realistic|6DOF|Atmospheric|Multiplayer|Singleplayer,To be announced,False,"Rev up your engines and compete to become the top drag racer in a futuristic city. Race against real players, customize and upgrade your car, garage, and avatar, and experience immersive controls built from the ground up for VR!"
927250,Bladed Fury,Action|Adventure|Casual|Indie|RPG,Action|Indie|Female Protagonist|Adventure|Hack and Slash|RPG|Side Scroller|2D|Casual|Violent|Anime|Action RPG|Beat 'em up|Singleplayer|Platformer|Nudity|Metroidvania,"Dec 17, 2018",False,"An action game set in the Ancient China, bringing players addictive experiences with its unique Chinese traditional art-style and sound design."
2102970,Escape,Action|Early Access,Early Access|Horror|Action|Exploration|Puzzle|Action-Adventure|First-Person|PvE|Stealth|Artificial Intelligence|Gore|Violent|Thriller|Atmospheric|Survival Horror|3D|Singleplayer,Coming soon,False,"Escape is a single player horror game that challenges players to find their way through each maze, collecting items to escape, and avoiding creatures of the night. Any turn may be the wrong one."
528910,Golf Pro VR,Sports|Early Access,Sports|Early Access|VR,"Sep 19, 2016",False,Golf Pro VR is a fun and challenging golf game built from the ground up for virtual reality and motion controls. Practice your game by hitting targets at the driving range or roam the rolling fairways while playing 18 holes.
3650370,Chess of Doom,Action|Indie|Strategy,Strategy|Action|Chess|Indie|Turn-Based Strategy|Roguelike|Dungeon Crawler|Procedural Generation|Dark|Pixel Graphics|Turn-Based Tactics|Turn-Based Combat|2D|Top-Down|Singleplayer,To be announced,False,"Chess of doom is a chess-based roguelike where you're outnumbered at every turn. Harness the dungeon's power to battle enemy hordes, familiar and strange. Die, learn, master, conquer!"
2840330,Dodgeman,Action|Casual|Racing|Simulation,Action|Casual|Racing|Platformer|Singleplayer|Simulation|Procedural Generation|Roguelike|Minimalist|Physics|Relaxing|3D Platformer|3D|Third Person|Atmospheric|Parkour,"Mar 22, 2024",False,"Dodgeman is a satisfying physics-platformer, where players traverse courses while dodging various shapes in order to reach the end."
2850900,Drug Dealer Sim: Street Hustle,Action|Adventure|Indie|RPG|Simulation,Immersive Sim|Action|Simulation|Crime|Trading|Adventure|Action RPG|Action-Adventure|3D|Stylized|RPG|Indie|Combat|Singleplayer,"Jul 28, 2024",False,"Drug Dealer Sim: Street Hustle is a thrilling journey from a small-time gangster to the revered Godfather of Hollywood, Las Vegas, and Chicago in the Prohibition Era!"
585840,Leaving Lyndow,Adventure|Indie,Adventure|Indie|Walking Simulator|Atmospheric|First-Person|Female Protagonist|Great Soundtrack|Singleplayer|Short,"Feb 8, 2017",False,"It's Clara's last day on the island where she grew up. She needs to complete preparations, visit her favorite places, and say her goodbyes before leaving on a journey she may not return from."
1772750,知更鸟-The Robin,Adventure|Casual|Indie|RPG|Strategy,Interactive Fiction|RPG|Visual Novel|Casual|Mystery|Detective|Adventure|Strategy|Puzzle|Story Rich|Multiple Endings|Drama|Gore|Indie|Puzzle Platformer|2D|Anime|Singleplayer,"Nov 1, 2021",False,“The Robin”tells the story of a school bully who kills a girl named &quot;Robin.&quot; Thirteen people involved are kidnapped and embark on a desperate journey to survive. The work revolves around who is behind the black hand and who is responsible for the death of &quot;Robin&quot; these two questions unfold.
3337770,Frontiers Of Ruin TCG,Casual|Indie|Strategy|Free To Play,Casual|Strategy|Board Game|Card Game|RTS|Turn-Based Strategy|Trading Card Game|Turn-Based Tactics|2D|Colorful|Top-Down|Fantasy|Futuristic|Logic|Post-apocalyptic|Sci-fi|Tactical|PvP|Choices Matter|Deckbuilding,To be announced,True,"In Frontiers of Ruin, enter a post-apocalyptic world on the brink of chaos, where survival depends on cunning, alliances, and strategy. Choose your faction and battle across a 5x7 board, shaping the future of Othren in this gripping trading card game. Will you conquer or save a shattered world?"
2630310,amazin' Mage,Adventure|Casual|Indie,Action Roguelike|Choose Your Own Adventure|Exploration|Bullet Hell|Top-Down Shooter|Roguelite|Dungeon Crawler|Shooter|Arcade|Action-Adventure|Roguelike|3D|Cute|Cooking|Controller|Casual|Open World|Procedural Generation|Colorful|Family Friendly,"Oct 26, 2023",False,"amazin' Mage is a top-down, randomly generated dungeon crawler with crafting and with excellent replay value!"
2330970,Zippy Detective: Cats,Casual|Indie,Cats|Puzzle|Hidden Object|Creature Collector|First-Person|Casual|Stylized|Colorful|Relaxing|Funny|Detective|Family Friendly|Singleplayer|Cute|Puzzle Platformer|Minimalist|Stealth|Atmospheric|Short|Controller,"Apr 18, 2023",False,A puzzle game where you have to act like a detective to find the hidden cats in the city. Find all the cats and send them to space.
1460710,Updive,Adventure|Casual|Indie|Simulation|Sports,Adventure|Casual|Simulation|Sports|Arcade|Experimental|Walking Simulator|2D Platformer|3D Platformer|Runner|3D|Abstract|Cartoon|Cartoony|Colorful|Cute|First-Person|Psychedelic|Realistic|Stylized,"Nov 29, 2020",False,"Updive is a colorful obstacle course game with constant moving, dodging and timer mechanics. Explore 10 courses with different levels of difficulty and types of obstacles."
1781780,Rorys Restaurant Deluxe,Casual,Casual|Match 3|Hidden Object|Cartoony|Singleplayer,"Oct 22, 2021",False,Rory just graduated from culinary school but she's too broke to pay for her school debt! Help her open a small restaurant and earn money to pay her debts! Play Rory's Restaurant: A unique Match3 and Cooking game! Enjoy familiar Match3 game mechanics in 70 challenging levels!
